recency,history,mens,womens,newbie,visit,conversion,spend,zip_code__rural,zip_code__surburban,zip_code__urban,channel__multichannel,channel__phone,channel__web,treatment
3,130.56,0,1,0,0,0,0.0,0,0,1,0,1,0,1
12,148.09,0,1,0,0,0,0.0,0,0,1,0,1,0,2
1,786.93,1,0,1,1,0,0.0,0,1,0,1,0,0,2
12,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,2
8,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,1
4,310.18,1,1,0,0,0,0.0,0,1,0,0,1,0,1
10,218.05,1,1,1,0,0,0.0,0,1,0,0,0,1,2
3,709.57,1,0,1,0,0,0.0,0,1,0,0,0,1,1
1,115.89,1,0,1,0,0,0.0,0,1,0,0,0,1,0
7,191.69,0,1,0,0,0,0.0,0,1,0,0,1,0,1
9,57.37,0,1,0,0,0,0.0,1,0,0,0,1,0,2
7,106.24,0,1,1,0,0,0.0,0,1,0,0,0,1,2
11,169.66,0,1,0,1,0,0.0,0,1,0,0,0,1,2
5,346.92,1,0,0,0,0,0.0,0,0,1,1,0,0,0
4,120.48,0,1,1,0,0,0.0,0,1,0,0,0,1,0
2,806.75,1,1,1,0,0,0.0,0,0,1,0,1,0,1
4,194.54,0,1,1,0,0,0.0,0,1,0,0,1,0,0
2,234.8,0,1,0,0,0,0.0,0,0,1,0,0,1,0
2,627.19,1,1,1,1,0,0.0,0,0,1,1,0,0,2
1,428.67,0,1,0,0,0,0.0,0,0,1,0,1,0,1
6,53.37,0,1,0,1,0,0.0,0,0,1,0,0,1,2
10,38.53,1,0,1,1,0,0.0,0,0,1,0,1,0,1
2,853.89,0,1,1,0,0,0.0,0,0,1,1,0,0,2
5,29.99,0,1,1,1,0,0.0,0,0,1,0,0,1,0
2,743.06,1,1,1,1,0,0.0,0,1,0,0,1,0,2
8,244.13,1,0,1,0,0,0.0,1,0,0,0,0,1,1
7,177.31,0,1,0,0,0,0.0,0,1,0,0,1,0,1
8,246.15,1,0,0,0,0,0.0,0,0,1,0,1,0,2
2,526.23,1,1,1,0,0,0.0,0,0,1,1,0,0,1
6,224.79,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,224.09,1,0,1,0,0,0.0,0,0,1,0,0,1,1
5,238.43,1,1,1,0,0,0.0,0,0,1,1,0,0,0
1,691.25,1,1,1,0,0,0.0,1,0,0,0,0,1,2
6,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,1
7,354.14,0,1,0,0,0,0.0,0,0,1,0,0,1,1
2,33.51,0,1,1,0,0,0.0,0,1,0,0,1,0,1
5,282.84,1,0,1,0,0,0.0,0,0,1,1,0,0,1
12,46.39,1,0,1,0,0,0.0,0,0,1,0,1,0,0
6,120.38,0,1,0,1,0,0.0,0,0,1,0,0,1,2
12,143.94,0,1,0,0,0,0.0,0,0,1,0,0,1,0
2,773.55,1,1,1,1,0,0.0,1,0,0,1,0,0,1
11,394.75,1,0,1,0,0,0.0,0,1,0,0,0,1,0
1,39.27,1,0,0,0,0,0.0,1,0,0,0,0,1,1
8,78.73,1,0,1,0,0,0.0,0,0,1,0,1,0,0
9,75.55,1,0,0,0,0,0.0,0,0,1,0,0,1,0
9,65.3,0,1,1,0,0,0.0,1,0,0,0,0,1,0
6,62.85,1,0,1,0,0,0.0,0,0,1,0,0,1,2
8,29.99,0,1,1,0,0,0.0,0,0,1,0,0,1,2
10,55.89,0,1,0,0,0,0.0,0,1,0,0,1,0,2
5,29.99,0,1,1,0,0,0.0,0,1,0,0,0,1,2
5,75.36,0,1,1,0,0,0.0,0,0,1,0,1,0,1
10,29.99,0,1,0,0,0,0.0,0,0,1,0,1,0,0
8,236.45,1,1,1,0,0,0.0,0,1,0,0,0,1,2
6,203.04,1,1,0,1,0,0.0,1,0,0,1,0,0,0
11,431.61,0,1,0,0,0,0.0,0,0,1,0,0,1,2
9,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,2
5,349.22,1,1,0,0,0,0.0,0,1,0,0,1,0,0
6,49.19,1,0,0,0,0,0.0,0,0,1,0,1,0,0
10,227.7,1,0,0,1,0,0.0,0,0,1,0,0,1,2
9,234.2,1,0,1,0,0,0.0,0,0,1,0,0,1,2
9,95.7,1,0,1,0,0,0.0,0,0,1,0,1,0,2
10,33.77,0,1,1,0,0,0.0,1,0,0,0,0,1,0
6,268.17,1,0,0,0,0,0.0,0,0,1,0,1,0,0
12,29.99,1,0,0,0,0,0.0,0,0,1,0,0,1,0
2,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
7,280.47,0,1,1,1,0,0.0,1,0,0,0,1,0,1
11,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,1
3,409.38,0,1,0,0,0,0.0,0,1,0,1,0,0,1
2,184.59,0,1,1,0,0,0.0,0,0,1,0,0,1,0
8,29.99,0,1,1,0,0,0.0,0,1,0,0,0,1,1
6,771.11,1,0,1,0,0,0.0,0,1,0,1,0,0,1
9,108.25,0,1,0,0,0,0.0,0,0,1,0,0,1,2
8,77.33,0,1,1,0,0,0.0,0,0,1,0,1,0,2
6,494.8,1,1,0,0,0,0.0,0,0,1,1,0,0,1
2,89.26,0,1,0,1,1,29.99,0,1,0,0,0,1,0
5,228.07,0,1,1,0,0,0.0,0,0,1,0,0,1,1
4,240.49,1,0,0,1,0,0.0,1,0,0,0,0,1,2
5,408.0,1,0,0,0,0,0.0,0,1,0,1,0,0,2
10,213.43,1,0,0,0,0,0.0,0,1,0,1,0,0,1
7,242.44,0,1,1,0,0,0.0,0,1,0,0,0,1,2
1,228.18,0,1,1,0,0,0.0,0,0,1,0,1,0,1
1,721.32,0,1,1,0,0,0.0,0,1,0,0,1,0,0
10,82.33,0,1,1,0,0,0.0,0,1,0,0,1,0,2
1,494.47,0,1,1,0,0,0.0,0,0,1,1,0,0,0
9,312.77,1,0,0,0,0,0.0,1,0,0,0,1,0,1
10,72.06,0,1,0,0,0,0.0,0,0,1,0,0,1,2
1,29.99,1,0,0,0,0,0.0,1,0,0,0,1,0,2
1,358.27,0,1,0,0,0,0.0,0,1,0,0,1,0,0
11,828.91,1,1,1,0,0,0.0,1,0,0,1,0,0,2
11,29.99,1,0,1,0,0,0.0,1,0,0,0,1,0,0
2,161.6,0,1,0,0,0,0.0,0,0,1,0,0,1,1
1,485.24,0,1,0,0,0,0.0,0,1,0,0,0,1,0
11,88.45,1,0,0,0,0,0.0,0,1,0,0,1,0,2
7,65.66,1,0,1,1,0,0.0,1,0,0,0,1,0,1
10,155.34,1,0,1,0,0,0.0,0,1,0,0,1,0,1
9,122.09,0,1,0,1,0,0.0,0,1,0,0,1,0,1
6,38.62,1,0,0,0,0,0.0,0,1,0,0,1,0,0
1,115.16,1,0,0,0,0,0.0,0,0,1,0,1,0,1
3,276.9,1,0,0,0,0,0.0,0,0,1,0,1,0,2
5,431.23,0,1,1,1,0,0.0,0,0,1,0,1,0,1
3,325.58,0,1,0,1,0,0.0,0,1,0,0,0,1,1
7,499.49,0,1,0,1,0,0.0,0,1,0,1,0,0,0
1,104.31,1,0,0,0,0,0.0,0,1,0,0,1,0,2
1,750.69,0,1,1,1,0,0.0,0,0,1,0,0,1,1
4,217.18,0,1,0,0,0,0.0,0,1,0,0,0,1,2
6,84.64,0,1,1,0,0,0.0,0,0,1,0,0,1,0
4,448.98,1,1,0,1,0,0.0,0,0,1,0,0,1,0
11,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
9,29.99,0,1,1,0,0,0.0,1,0,0,0,1,0,2
2,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,1
11,37.62,0,1,1,0,0,0.0,0,0,1,0,1,0,1
2,613.07,1,1,1,0,0,0.0,0,0,1,0,1,0,0
1,283.53,0,1,0,0,0,0.0,0,0,1,0,0,1,2
5,140.74,0,1,0,0,0,0.0,0,0,1,0,0,1,2
11,181.94,0,1,0,0,0,0.0,0,0,1,0,1,0,0
4,1290.15,1,1,1,0,0,0.0,0,0,1,1,0,0,1
11,270.65,1,0,0,0,0,0.0,0,1,0,0,0,1,2
11,498.03,1,1,0,1,0,0.0,0,0,1,0,1,0,1
7,338.62,1,0,0,0,0,0.0,0,1,0,0,0,1,2
10,60.87,1,0,0,0,0,0.0,0,0,1,0,0,1,2
10,29.99,0,1,1,0,0,0.0,1,0,0,0,1,0,2
5,147.92,0,1,0,0,0,0.0,0,1,0,0,0,1,1
11,29.99,1,0,0,0,0,0.0,0,0,1,0,0,1,0
1,221.71,0,1,0,0,0,0.0,1,0,0,1,0,0,0
10,41.89,1,0,1,0,0,0.0,0,1,0,0,1,0,2
10,29.99,0,1,1,0,0,0.0,0,1,0,0,0,1,0
11,183.81,1,0,1,0,0,0.0,1,0,0,0,0,1,1
8,297.9,1,0,1,0,0,0.0,0,1,0,1,0,0,0
12,29.99,0,1,0,0,0,0.0,0,1,0,0,0,1,1
2,38.17,0,1,0,0,0,0.0,0,1,0,0,1,0,0
2,128.89,0,1,1,0,0,0.0,0,1,0,0,1,0,2
4,390.2,0,1,0,1,0,0.0,0,1,0,1,0,0,2
8,174.79,1,0,0,0,0,0.0,0,1,0,0,1,0,2
10,49.48,0,1,0,0,0,0.0,0,1,0,0,1,0,0
12,79.66,1,0,1,0,0,0.0,0,1,0,0,0,1,2
3,212.25,0,1,0,0,0,0.0,0,1,0,0,1,0,1
11,115.63,1,0,1,0,0,0.0,0,0,1,0,0,1,2
11,29.99,1,0,1,0,0,0.0,0,0,1,0,1,0,1
3,466.6,1,0,0,1,0,0.0,0,1,0,0,0,1,2
10,419.15,0,1,0,0,0,0.0,0,0,1,1,0,0,2
3,866.99,1,0,1,0,0,0.0,0,0,1,1,0,0,2
8,29.99,1,0,0,1,0,0.0,0,1,0,0,1,0,2
7,277.57,1,1,1,0,0,0.0,0,1,0,0,0,1,0
10,29.99,1,0,0,0,0,0.0,0,0,1,0,0,1,0
10,35.55,0,1,1,0,0,0.0,0,0,1,0,1,0,1
3,29.99,0,1,0,1,0,0.0,0,1,0,0,1,0,0
12,68.36,0,1,0,0,0,0.0,0,1,0,0,1,0,2
10,70.09,0,1,1,0,0,0.0,0,0,1,0,1,0,0
2,709.22,1,1,1,1,0,0.0,0,0,1,0,1,0,1
2,138.92,1,0,1,0,0,0.0,0,0,1,0,1,0,1
5,250.74,0,1,0,0,0,0.0,0,1,0,0,1,0,1
2,831.78,1,0,1,0,0,0.0,0,1,0,0,1,0,1
10,29.99,1,0,1,0,0,0.0,0,0,1,0,0,1,0
6,29.99,0,1,0,0,0,0.0,0,1,0,0,0,1,0
2,150.69,1,0,1,0,0,0.0,0,1,0,0,1,0,0
7,155.04,1,0,1,0,0,0.0,0,1,0,0,0,1,0
9,162.11,0,1,1,0,0,0.0,1,0,0,0,1,0,1
6,142.99,1,0,1,0,0,0.0,0,0,1,0,0,1,2
1,204.57,1,1,0,1,0,0.0,0,0,1,0,1,0,2
10,644.59,1,0,1,0,0,0.0,0,1,0,0,1,0,2
4,62.87,1,0,1,0,0,0.0,0,0,1,0,0,1,2
9,38.47,1,0,1,0,0,0.0,0,0,1,0,1,0,0
9,58.44,0,1,0,0,0,0.0,0,0,1,0,1,0,0
1,205.82,1,0,1,0,0,0.0,0,0,1,1,0,0,2
10,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
1,718.86,1,1,1,1,0,0.0,0,1,0,0,1,0,1
10,428.68,1,0,0,0,0,0.0,0,1,0,0,1,0,2
1,437.95,1,0,1,0,0,0.0,0,0,1,1,0,0,1
2,105.48,0,1,0,0,0,0.0,0,1,0,0,0,1,1
3,290.5,0,1,0,1,0,0.0,1,0,0,0,0,1,0
2,69.28,1,0,0,0,0,0.0,0,1,0,0,0,1,0
10,269.63,1,1,0,0,0,0.0,0,0,1,1,0,0,1
5,29.99,1,0,1,0,0,0.0,0,0,1,0,1,0,1
4,213.06,1,0,1,0,0,0.0,0,0,1,0,0,1,2
5,105.59,1,0,0,0,0,0.0,0,0,1,0,1,0,1
7,114.64,1,0,0,0,0,0.0,0,0,1,0,1,0,0
1,256.51,1,0,1,0,0,0.0,0,1,0,0,0,1,0
8,30.19,0,1,0,0,0,0.0,0,0,1,0,1,0,0
5,438.98,1,1,0,0,0,0.0,0,1,0,0,1,0,2
1,535.33,1,1,1,1,0,0.0,0,1,0,0,1,0,2
4,414.75,0,1,0,0,0,0.0,0,1,0,1,0,0,0
5,156.21,0,1,0,0,0,0.0,0,1,0,0,1,0,1
1,394.71,0,1,0,0,0,0.0,0,1,0,0,0,1,1
9,29.99,0,1,1,0,0,0.0,0,1,0,0,0,1,1
10,249.03,1,0,0,0,0,0.0,1,0,0,0,0,1,0
8,346.1,1,1,0,0,0,0.0,0,1,0,0,0,1,0
11,86.1,0,1,0,1,0,0.0,0,1,0,0,1,0,0
4,155.6,1,0,1,0,0,0.0,0,1,0,0,0,1,0
9,83.45,1,0,0,0,0,0.0,0,0,1,0,0,1,2
4,201.49,1,0,1,0,0,0.0,0,1,0,1,0,0,2
3,101.18,0,1,0,0,0,0.0,0,1,0,0,1,0,2
3,63.12,0,1,0,0,0,0.0,0,0,1,0,0,1,1
2,120.31,1,0,1,1,0,0.0,0,0,1,0,0,1,1
9,519.19,1,0,1,0,0,0.0,1,0,0,1,0,0,0
2,38.07,1,0,1,0,0,0.0,0,1,0,0,1,0,1
5,492.76,0,1,0,1,0,0.0,1,0,0,0,1,0,2
1,240.12,0,1,1,0,0,0.0,1,0,0,1,0,0,1
8,54.94,0,1,1,0,0,0.0,0,0,1,0,0,1,2
1,334.66,1,1,0,0,0,0.0,0,1,0,1,0,0,0
1,93.05,0,1,0,0,0,0.0,0,1,0,0,0,1,2
1,210.59,0,1,1,0,0,0.0,1,0,0,0,0,1,2
8,224.69,1,0,1,0,0,0.0,0,1,0,1,0,0,1
2,65.4,1,0,0,0,0,0.0,0,0,1,0,1,0,2
10,44.27,0,1,0,0,0,0.0,0,0,1,0,1,0,2
1,302.63,1,0,0,0,0,0.0,0,0,1,0,0,1,0
11,110.54,0,1,0,0,0,0.0,0,0,1,0,1,0,2
2,512.95,0,1,1,0,0,0.0,0,1,0,0,0,1,0
1,50.43,0,1,0,0,0,0.0,0,0,1,0,1,0,1
7,70.96,0,1,1,0,0,0.0,0,1,0,0,0,1,2
7,238.13,1,1,1,0,0,0.0,0,0,1,0,0,1,1
4,359.17,1,0,0,0,0,0.0,0,1,0,0,0,1,0
3,542.46,0,1,1,0,0,0.0,1,0,0,1,0,0,1
8,263.28,0,1,0,0,0,0.0,0,0,1,0,1,0,1
4,98.5,0,1,0,0,0,0.0,0,0,1,0,1,0,0
10,68.13,0,1,1,0,0,0.0,0,0,1,0,0,1,2
6,42.23,0,1,0,0,0,0.0,0,0,1,0,1,0,2
2,458.42,0,1,0,0,0,0.0,0,1,0,1,0,0,0
9,86.02,0,1,0,0,0,0.0,0,0,1,0,1,0,2
5,65.39,1,0,1,0,0,0.0,1,0,0,0,1,0,0
7,37.42,0,1,0,1,0,0.0,0,1,0,0,0,1,0
3,260.49,1,0,1,0,0,0.0,0,0,1,0,0,1,1
5,246.69,1,0,1,0,0,0.0,0,1,0,0,0,1,2
4,498.38,1,0,0,0,0,0.0,1,0,0,0,0,1,2
10,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,2
8,568.72,1,0,1,1,0,0.0,0,0,1,0,1,0,2
2,199.84,1,0,1,1,0,0.0,0,0,1,0,0,1,1
1,109.11,1,0,0,0,0,0.0,0,0,1,0,1,0,2
2,89.46,0,1,0,0,0,0.0,0,1,0,0,0,1,1
8,395.98,1,0,0,1,0,0.0,0,0,1,0,0,1,1
6,29.99,0,1,0,0,0,0.0,0,0,1,0,1,0,0
3,297.43,1,1,1,0,0,0.0,0,0,1,1,0,0,0
6,96.78,0,1,0,0,0,0.0,0,0,1,0,1,0,0
1,29.99,0,1,1,0,0,0.0,0,0,1,0,0,1,2
10,34.0,0,1,1,0,0,0.0,0,0,1,0,0,1,1
3,155.68,0,1,0,0,0,0.0,0,0,1,0,1,0,0
10,267.7,1,0,0,1,0,0.0,0,1,0,0,0,1,0
10,29.99,1,0,1,0,0,0.0,0,1,0,0,1,0,2
1,569.06,1,0,1,0,0,0.0,0,1,0,1,0,0,0
12,38.94,0,1,1,0,0,0.0,0,0,1,0,0,1,1
1,373.49,1,1,0,1,0,0.0,0,1,0,0,0,1,0
1,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,1
10,112.67,0,1,0,0,0,0.0,1,0,0,0,1,0,1
9,552.8,1,1,1,0,0,0.0,0,0,1,0,1,0,1
1,258.76,1,0,1,0,0,0.0,0,0,1,0,1,0,0
10,250.55,1,0,0,0,0,0.0,0,1,0,1,0,0,1
9,510.2,0,1,1,0,0,0.0,0,1,0,0,1,0,1
3,112.92,1,0,1,0,0,0.0,1,0,0,0,0,1,1
8,30.2,0,1,0,0,0,0.0,0,1,0,0,0,1,2
9,289.99,1,0,0,0,0,0.0,0,0,1,0,1,0,1
3,134.8,1,0,1,0,0,0.0,0,0,1,0,0,1,2
6,568.88,1,1,1,0,0,0.0,1,0,0,0,1,0,2
3,123.89,0,1,1,0,0,0.0,0,1,0,0,1,0,0
6,50.04,0,1,0,0,0,0.0,0,1,0,0,0,1,2
2,437.16,0,1,0,1,0,0.0,1,0,0,0,0,1,2
10,330.55,0,1,0,0,0,0.0,1,0,0,0,0,1,2
10,37.18,1,0,1,0,0,0.0,0,0,1,0,1,0,2
7,164.03,1,0,1,0,0,0.0,0,0,1,0,1,0,1
11,29.99,1,0,0,0,0,0.0,0,1,0,0,1,0,0
4,62.86,0,1,1,1,0,0.0,0,0,1,0,0,1,2
6,70.48,0,1,1,0,0,0.0,0,0,1,0,0,1,0
2,476.26,0,1,0,1,0,0.0,0,0,1,0,0,1,1
10,143.13,0,1,0,0,0,0.0,0,1,0,0,0,1,1
1,57.03,0,1,0,0,0,0.0,0,1,0,0,0,1,0
9,253.64,1,0,1,0,0,0.0,0,0,1,0,1,0,2
8,101.67,1,0,0,0,0,0.0,1,0,0,0,1,0,0
9,392.85,1,1,0,1,0,0.0,0,1,0,0,0,1,2
9,36.72,1,0,0,0,0,0.0,0,0,1,0,0,1,0
12,44.54,0,1,1,0,0,0.0,0,1,0,0,1,0,2
1,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,2
2,111.47,0,1,0,0,0,0.0,0,0,1,0,1,0,0
6,526.43,1,0,1,0,0,0.0,1,0,0,0,0,1,0
9,290.12,1,1,0,0,0,0.0,0,1,0,1,0,0,1
1,282.33,1,0,1,0,0,0.0,0,1,0,0,1,0,1
1,421.37,0,1,1,0,0,0.0,0,0,1,0,0,1,2
1,674.28,1,1,1,0,0,0.0,0,1,0,1,0,0,2
9,147.72,1,0,0,0,0,0.0,0,1,0,0,0,1,1
1,40.82,0,1,1,0,0,0.0,0,1,0,0,1,0,0
10,297.36,0,1,0,0,0,0.0,0,0,1,1,0,0,1
10,195.26,1,0,0,1,0,0.0,0,0,1,0,0,1,0
2,140.88,1,0,0,0,0,0.0,0,0,1,0,1,0,2
1,730.08,1,1,1,1,0,0.0,0,1,0,0,0,1,1
5,239.56,1,0,0,0,0,0.0,0,1,0,0,0,1,1
10,29.99,1,0,0,0,0,0.0,1,0,0,0,1,0,1
1,741.39,1,0,1,0,0,0.0,0,0,1,1,0,0,2
1,196.92,0,1,1,0,0,0.0,0,0,1,0,0,1,1
9,588.53,1,0,1,0,0,0.0,0,0,1,0,1,0,1
4,622.1,0,1,1,0,0,0.0,1,0,0,0,1,0,1
6,83.62,1,0,0,0,0,0.0,0,0,1,0,1,0,2
3,90.69,0,1,1,0,0,0.0,0,0,1,0,1,0,0
10,509.85,0,1,1,1,0,0.0,0,1,0,0,0,1,2
2,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,0
10,182.51,0,1,0,0,0,0.0,0,1,0,0,1,0,0
2,29.99,0,1,0,0,0,0.0,1,0,0,0,1,0,2
3,105.42,1,0,1,0,0,0.0,0,1,0,0,0,1,2
6,29.99,1,0,1,0,0,0.0,0,0,1,0,0,1,1
9,111.06,1,0,1,0,0,0.0,0,1,0,0,0,1,0
4,92.62,1,0,0,0,0,0.0,0,0,1,0,1,0,2
12,211.05,0,1,1,0,0,0.0,0,1,0,0,0,1,2
5,174.23,0,1,0,0,0,0.0,1,0,0,0,1,0,1
11,140.19,1,0,0,0,0,0.0,1,0,0,0,0,1,1
2,182.39,1,0,0,0,0,0.0,0,1,0,0,0,1,2
2,691.42,1,0,1,0,0,0.0,0,0,1,0,0,1,0
2,516.52,0,1,1,1,0,0.0,0,1,0,0,1,0,1
5,591.02,0,1,1,0,0,0.0,0,1,0,1,0,0,1
3,700.3,1,0,1,0,0,0.0,1,0,0,1,0,0,2
2,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,2
3,413.0,0,1,0,0,0,0.0,0,1,0,0,0,1,0
6,227.05,1,1,0,0,0,0.0,1,0,0,0,0,1,2
2,176.99,1,0,1,0,0,0.0,1,0,0,0,1,0,2
1,63.63,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,462.21,1,0,1,0,0,0.0,0,1,0,1,0,0,2
3,87.46,0,1,1,0,0,0.0,0,1,0,0,0,1,0
4,679.93,0,1,1,1,0,0.0,0,0,1,0,1,0,2
8,41.16,1,0,0,0,0,0.0,1,0,0,0,1,0,0
1,206.08,1,0,0,1,0,0.0,0,1,0,1,0,0,2
7,72.34,0,1,0,0,0,0.0,0,1,0,0,1,0,0
9,140.17,1,0,0,0,0,0.0,0,0,1,0,0,1,0
6,431.96,1,1,0,0,0,0.0,0,1,0,0,1,0,2
11,208.17,0,1,1,0,0,0.0,0,0,1,0,1,0,0
7,45.97,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,814.98,1,1,1,0,0,0.0,0,0,1,0,1,0,0
12,267.23,1,1,1,0,0,0.0,0,1,0,0,0,1,0
2,70.44,0,1,0,0,0,0.0,0,1,0,0,1,0,1
8,145.92,0,1,1,0,0,0.0,0,1,0,0,0,1,0
11,63.23,1,0,1,0,0,0.0,0,1,0,0,0,1,1
1,506.82,0,1,1,1,1,161.61,0,1,0,0,0,1,0
9,118.01,0,1,0,0,0,0.0,0,1,0,0,0,1,2
10,140.18,0,1,0,0,0,0.0,1,0,0,0,0,1,2
7,499.66,0,1,0,1,0,0.0,0,0,1,0,0,1,0
2,200.37,1,0,1,0,0,0.0,0,1,0,0,1,0,2
10,157.53,0,1,0,0,0,0.0,0,0,1,0,1,0,0
3,167.04,1,0,0,0,0,0.0,0,1,0,0,1,0,2
2,873.54,1,1,1,0,0,0.0,0,1,0,0,1,0,0
2,100.77,0,1,1,0,0,0.0,0,0,1,0,1,0,2
9,137.38,1,0,0,0,0,0.0,1,0,0,0,0,1,0
10,171.45,0,1,1,0,0,0.0,0,1,0,0,1,0,0
7,72.92,1,0,1,0,0,0.0,0,0,1,0,0,1,1
4,714.28,1,0,1,0,0,0.0,0,1,0,1,0,0,0
8,547.39,1,1,1,0,0,0.0,0,1,0,1,0,0,0
1,920.08,1,0,1,1,0,0.0,0,1,0,0,0,1,0
5,537.21,0,1,1,0,0,0.0,0,0,1,1,0,0,2
12,349.09,0,1,0,0,0,0.0,0,0,1,0,0,1,0
5,1106.16,0,1,1,0,0,0.0,0,1,0,0,0,1,1
5,380.12,1,1,0,1,0,0.0,0,0,1,0,0,1,0
9,30.35,1,0,1,0,0,0.0,0,0,1,0,0,1,1
3,141.69,1,0,1,0,0,0.0,0,1,0,0,1,0,0
9,29.99,1,0,1,0,0,0.0,0,1,0,0,1,0,0
5,301.42,1,1,0,1,1,29.99,0,1,0,0,1,0,2
1,95.29,1,0,0,0,0,0.0,0,1,0,0,1,0,2
2,343.98,1,1,0,1,0,0.0,0,1,0,1,0,0,2
9,29.99,1,0,1,0,0,0.0,0,1,0,0,1,0,0
2,528.86,0,1,1,0,0,0.0,0,1,0,1,0,0,2
9,431.67,1,0,0,0,0,0.0,0,1,0,0,1,0,2
12,167.59,1,0,1,0,0,0.0,0,1,0,0,0,1,0
5,246.96,0,1,0,0,0,0.0,0,1,0,0,1,0,2
3,271.97,1,1,0,0,0,0.0,0,1,0,1,0,0,0
10,77.11,1,0,1,0,0,0.0,0,1,0,0,0,1,2
1,667.1,0,1,1,1,0,0.0,1,0,0,0,0,1,0
10,223.78,1,1,0,0,0,0.0,0,0,1,0,1,0,1
3,237.46,1,1,0,1,0,0.0,1,0,0,0,0,1,0
3,140.77,0,1,0,0,0,0.0,0,0,1,0,1,0,2
1,580.13,1,0,1,0,0,0.0,0,1,0,1,0,0,2
5,197.85,0,1,0,0,0,0.0,1,0,0,0,0,1,1
3,33.73,0,1,1,0,0,0.0,0,0,1,0,1,0,1
10,117.11,1,0,1,0,0,0.0,0,1,0,0,0,1,1
11,101.13,0,1,1,1,0,0.0,1,0,0,0,1,0,0
1,587.56,1,0,1,0,0,0.0,0,0,1,1,0,0,1
2,265.07,1,0,0,0,0,0.0,1,0,0,0,0,1,2
2,148.71,1,0,1,0,0,0.0,0,1,0,0,0,1,0
9,651.19,0,1,1,0,0,0.0,0,0,1,0,1,0,0
8,137.37,1,0,1,1,1,395.24,0,1,0,0,0,1,1
4,105.41,1,0,0,1,0,0.0,1,0,0,0,1,0,2
12,166.29,1,0,0,0,0,0.0,1,0,0,0,1,0,2
1,330.67,1,0,0,0,0,0.0,0,1,0,0,0,1,0
10,181.67,1,0,1,0,0,0.0,0,0,1,0,0,1,2
5,138.38,1,0,1,0,0,0.0,0,1,0,0,0,1,2
6,128.54,0,1,0,1,0,0.0,0,0,1,0,0,1,1
1,47.3,0,1,0,0,0,0.0,0,0,1,0,1,0,0
4,120.28,0,1,0,0,0,0.0,0,0,1,0,1,0,2
2,195.18,0,1,0,0,0,0.0,0,0,1,0,0,1,2
3,169.4,1,0,0,1,0,0.0,1,0,0,0,1,0,2
7,213.78,1,1,0,0,0,0.0,0,1,0,0,0,1,2
8,299.12,1,0,0,0,0,0.0,0,0,1,0,1,0,1
4,299.2,0,1,1,0,0,0.0,1,0,0,0,0,1,0
2,418.35,1,0,0,0,0,0.0,0,0,1,1,0,0,0
2,928.65,1,1,1,0,0,0.0,1,0,0,0,1,0,2
6,73.37,1,0,0,1,0,0.0,0,0,1,0,1,0,2
6,102.53,1,0,0,0,0,0.0,0,1,0,0,0,1,1
2,326.24,1,0,0,0,0,0.0,0,0,1,1,0,0,0
8,323.53,1,0,0,0,0,0.0,0,1,0,0,1,0,1
2,298.03,1,1,0,0,0,0.0,0,1,0,1,0,0,2
1,627.78,1,1,1,0,0,0.0,0,1,0,0,0,1,2
2,304.62,0,1,0,0,0,0.0,0,0,1,0,1,0,1
9,622.17,1,0,1,0,0,0.0,0,0,1,0,0,1,0
3,850.81,1,1,1,0,0,0.0,0,0,1,0,0,1,2
2,858.08,1,0,1,0,0,0.0,0,0,1,0,0,1,2
3,447.29,1,0,0,0,0,0.0,0,1,0,1,0,0,2
6,169.31,0,1,0,0,0,0.0,0,1,0,0,0,1,0
2,721.61,0,1,1,0,0,0.0,0,0,1,0,0,1,1
5,155.85,0,1,1,0,0,0.0,0,1,0,0,1,0,0
9,29.99,1,0,1,0,0,0.0,0,1,0,0,1,0,2
7,30.76,1,0,0,0,0,0.0,0,0,1,0,0,1,0
9,40.36,1,0,1,0,0,0.0,1,0,0,0,0,1,1
2,735.3,1,1,1,0,0,0.0,0,0,1,0,1,0,0
4,194.25,0,1,0,0,0,0.0,0,0,1,0,0,1,2
4,316.35,1,1,0,0,0,0.0,0,0,1,1,0,0,2
7,873.09,0,1,1,0,0,0.0,1,0,0,0,1,0,0
9,146.58,1,0,1,0,0,0.0,0,0,1,0,1,0,0
3,420.78,1,0,0,1,0,0.0,0,0,1,0,0,1,1
